PdfType: error
Format: lhagrid1
---
1.000000e-08 1.241400e-08 1.541120e-08 1.913200e-08 2.375120e-08 2.948550e-08 3.660430e-08 4.544170e-08 5.641270e-08 7.003230e-08 8.693980e-08 1.079290e-07 1.339850e-07 1.663320e-07 2.064860e-07 2.563340e-07 3.182140e-07 3.950310e-07 4.903890e-07 6.092060e-07 7.562490e-07 9.387780e-07 1.165350e-06 1.446610e-06 1.795810e-06 2.229380e-06 2.767640e-06 3.435850e-06 4.265370e-06 5.295160e-06 6.573550e-06 8.160540e-06 1.013060e-05 1.257620e-05 1.561210e-05 1.938060e-05 2.405860e-05 2.986520e-05 3.707270e-05 4.601850e-05 5.712140e-05 7.090070e-05 8.800030e-05 1.092180e-04 1.355430e-04 1.682000e-04 2.087040e-04 2.589310e-04 3.211960e-04 3.983590e-04 4.939450e-04 6.122910e-04 7.587250e-04 9.397710e-04 1.163490e-03 1.439420e-03 1.779350e-03 2.197410e-03 2.710450e-03 3.338460e-03 4.104840e-03 5.036690e-03 6.164860e-03 7.524680e-03 9.151770e-03 1.108780e-02 1.337590e-02 1.605620e-02 1.916900e-02 2.275090e-02 2.683340e-02 3.144040e-02 3.658860e-02 4.228660e-02 4.853490e-02 5.532710e-02 6.265980e-02 7.049850e-02 7.883060e-02 8.762100e-02 9.686510e-02 1.065250e-01 1.165740e-01 1.269880e-01 1.377430e-01 1.488090e-01 1.601780e-01 1.718170e-01 1.837160e-01 1.958500e-01 2.082050e-01 2.207640e-01 2.335170e-01 2.464490e-01 2.595680e-01 2.728270e-01 2.862330e-01 2.997770e-01 3.134510e-01 3.272480e-01 3.411590e-01 3.551790e-01 3.692950e-01 3.835150e-01 3.978260e-01 4.122220e-01 4.267000e-01 4.412560e-01 4.558840e-01 4.705760e-01 4.853540e-01 5.001800e-01 5.150670e-01 5.300130e-01 5.450140e-01 5.600680e-01 5.751710e-01 5.903230e-01 6.055210e-01 6.207620e-01 6.360450e-01 6.513690e-01 6.667300e-01 6.821260e-01 6.975580e-01 7.130350e-01 7.285310e-01 7.440580e-01 7.596160e-01 7.752020e-01 7.908130e-01 8.064470e-01 8.221020e-01 8.377760e-01 8.534640e-01 8.691630e-01 8.848660e-01 9.005630e-01 9.162360e-01 9.318540e-01 9.473570e-01 9.625790e-01 9.770490e-01 9.890870e-01 9.956160e-01 9.979920e-01 9.989760e-01 9.994870e-01 9.997950e-01 1.000000e+00
1.300000e+00 1.501589e+00 1.755161e+00 2.078105e+00 2.494944e+00 3.040864e+00 3.767117e+00 4.749989e+00 6.231051e+00 8.374331e+00 1.155487e+01 1.640743e+01 2.403849e+01 3.643639e+01 5.731406e+01 9.386835e+01 1.606573e+02 2.884377e+02 5.455739e+02 1.092347e+03 2.326489e+03 5.300332e+03 1.299495e+04 3.451500e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 5.35621125e-07 2.82643038e+00 4.46274029e+00 4.46295029e+00 4.46296029e+00 4.46276029e+00 2.82643038e+00 5.35621125e-07 0.00000000e+00 2.07918103e-05
0.00000000e+00 1.60307000e-01 2.95308000e+00 4.56988000e+00 4.57009000e+00 4.57010000e+00 4.56989000e+00 2.95308000e+00 1.60307000e-01 0.00000000e+00 5.66437000e+00
0.00000000e+00 4.24358000e-01 3.18465000e+00 4.78260000e+00 4.78282000e+00 4.78283000e+00 4.78262000e+00 3.18465000e+00 4.24358000e-01 0.00000000e+00 1.42258000e+01
0.00000000e+00 8.23818000e-01 3.55257000e+00 5.13223000e+00 5.13245000e+00 5.13247000e+00 5.13225000e+00 3.55257000e+00 8.23818000e-01 0.00000000e+00 2.68936000e+01
0.00000000e+00 1.39822000e+00 4.09630000e+00 5.65816000e+00 5.65839000e+00 5.65841000e+00 5.65819000e+00 4.09630000e+00 1.39822000e+00 0.00000000e+00 4.52201000e+01
0.00000000e+00 2.19588000e+00 4.86405000e+00 6.40857000e+00 6.40880000e+00 6.40882000e+00 6.40860000e+00 4.86405000e+00 2.19588000e+00 0.00000000e+00 7.11428000e+01
0.00000000e+00 3.27528000e+00 5.91426000e+00 7.44184000e+00 7.44207000e+00 7.44209000e+00 7.44187000e+00 5.91426000e+00 3.27528000e+00 0.00000000e+00 1.07044000e+02
0.00000000e+00 4.70783000e+00 7.31822000e+00 8.82922000e+00 8.82946000e+00 8.82949000e+00 8.82926000e+00 7.31822000e+00 4.70783000e+00 0.00000000e+00 1.55832000e+02
2.08368000e+00 6.74214000e+00 9.32256000e+00 1.08162000e+01 1.08164000e+01 1.08164000e+01 1.08162000e+01 9.32256000e+00 6.74214000e+00 2.08368000e+00 2.22644000e+02
4.80524000e+00 9.41487000e+00 1.19657000e+01 1.34421000e+01 1.34424000e+01 1.34424000e+01 1.34422000e+01 1.19657000e+01 9.41487000e+00 4.80524000e+00 3.12793000e+02
8.32065000e+00 1.28820000e+01 1.54035000e+01 1.68630000e+01 1.68633000e+01 1.68633000e+01 1.68631000e+01 1.54035000e+01 1.28820000e+01 8.32065000e+00 4.32422000e+02
1.28221000e+01 1.73356000e+01 1.98283000e+01 2.12710000e+01 2.12712000e+01 2.12712000e+01 2.12710000e+01 1.98283000e+01 1.73356000e+01 1.28221000e+01 5.88998000e+02
1.85388000e+01 2.30051000e+01 2.54692000e+01 2.68953000e+01 2.68956000e+01 2.68956000e+01 2.68953000e+01 2.54692000e+01 2.30051000e+01 1.85388000e+01 7.91352000e+02
2.57430000e+01 3.01624000e+01 3.25982000e+01 3.40080000e+01 3.40082000e+01 3.40083000e+01 3.40080000e+01 3.25982000e+01 3.01624000e+01 2.57430000e+01 1.04982000e+03
3.47550000e+01 3.91280000e+01 4.15359000e+01 4.29295000e+01 4.29297000e+01 4.29298000e+01 4.29295000e+01 4.15359000e+01 3.91280000e+01 3.47550000e+01 1.37638000e+03
4.59500000e+01 5.02772000e+01 5.26575000e+01 5.40350000e+01 5.40353000e+01 5.40353000e+01 5.40351000e+01 5.26575000e+01 5.02772000e+01 4.59500000e+01 1.78482000e+03
5.97650000e+01 6.40466000e+01 6.63997000e+01 6.77613000e+01 6.77616000e+01 6.77616000e+01 6.77614000e+01 6.63997000e+01 6.40466000e+01 5.97650000e+01 2.29084000e+03
7.67739000e+01 8.10104000e+01 8.33363000e+01 8.46822000e+01 8.46825000e+01 8.46826000e+01 8.46823000e+01 8.33363000e+01 8.10104000e+01 7.67739000e+01 2.91405000e+03
9.77101000e+01 1.01902000e+02 1.04200000e+02 1.05531000e+02 1.05531000e+02 1.05531000e+02 1.05531000e+02 1.04200000e+02 1.01902000e+02 9.77101000e+01 3.67874000e+03
1.23344000e+02 1.27491000e+02 1.29763000e+02 1.31078000e+02 1.31078000e+02 1.31078000e+02 1.31078000e+02 1.29763000e+02 1.27491000e+02 1.23344000e+02 4.61046000e+03
1.54559000e+02 1.58661000e+02 1.60906000e+02 1.62205000e+02 1.62206000e+02 1.62206000e+02 1.62205000e+02 1.60906000e+02 1.58661000e+02 1.54559000e+02 5.73774000e+03
1.92365000e+02 1.96422000e+02 1.98641000e+02 1.99925000e+02 1.99925000e+02 1.99925000e+02 1.99925000e+02 1.98641000e+02 1.96422000e+02 1.92365000e+02 7.09243000e+03
