PdfType: error
Format: lhagrid1
---
1.000000e-08 1.214290e-08 1.474520e-08 1.790520e-08 2.174240e-08 2.640200e-08 3.206010e-08 3.893070e-08 4.727370e-08 5.740470e-08 6.970670e-08 8.464500e-08 1.027840e-07 1.248110e-07 1.515580e-07 1.840360e-07 2.234750e-07 2.713640e-07 3.295150e-07 4.001270e-07 4.858690e-07 5.899830e-07 7.164050e-07 8.699160e-07 1.056320e-06 1.282650e-06 1.557480e-06 1.892460e-06 2.297910e-06 2.790210e-06 3.387960e-06 4.113730e-06 4.995000e-06 6.065420e-06 7.365210e-06 8.943510e-06 1.086000e-05 1.318710e-05 1.601280e-05 1.944390e-05 2.361000e-05 2.866850e-05 3.481040e-05 4.226760e-05 5.132150e-05 6.231370e-05 7.565850e-05 9.185860e-05 1.115240e-04 1.353930e-04 1.643640e-04 1.995060e-04 2.421600e-04 2.939080e-04 3.566770e-04 4.327950e-04 5.250750e-04 6.369110e-04 7.726750e-04 9.367690e-04 1.135340e-03 1.375450e-03 1.665550e-03 2.015680e-03 2.437770e-03 2.945870e-03 3.556390e-03 4.288450e-03 5.164110e-03 6.208550e-03 7.450380e-03 8.921250e-03 1.065330e-02 1.268820e-02 1.506290e-02 1.781700e-02 2.098570e-02 2.461440e-02 2.873900e-02 3.338270e-02 3.857250e-02 4.433070e-02 5.066750e-02 5.758780e-02 6.509020e-02 7.316730e-02 8.180630e-02 9.099030e-02 1.006990e-01 1.109100e-01 1.215990e-01 1.327420e-01 1.443130e-01 1.562890e-01 1.686470e-01 1.813520e-01 1.944020e-01 2.077620e-01 2.214160e-01 2.353440e-01 2.495390e-01 2.639710e-01 2.786310e-01 2.935040e-01 3.085780e-01 3.238410e-01 3.392820e-01 3.548990e-01 3.706620e-01 3.865750e-01 4.026290e-01 4.188160e-01 4.351300e-01 4.515630e-01 4.681100e-01 4.847630e-01 5.015190e-01 5.183720e-01 5.353160e-01 5.523490e-01 5.694650e-01 5.866600e-01 6.039320e-01 6.212820e-01 6.386840e-01 6.561650e-01 6.737080e-01 6.913110e-01 7.089700e-01 7.266830e-01 7.444490e-01 7.622630e-01 7.801240e-01 7.980270e-01 8.159700e-01 8.339490e-01 8.519580e-01 8.699910e-01 8.880430e-01 9.060860e-01 9.240980e-01 9.420120e-01 9.596630e-01 9.764990e-01 9.901900e-01 9.965610e-01 9.985400e-01 9.993360e-01 9.997490e-01 1.000000e+00
1.300000e+00 1.501480e+00 1.754940e+00 2.077770e+00 2.494520e+00 3.040400e+00 3.766790e+00 4.750000e+00 6.133070e+00 8.090760e+00 1.092470e+01 1.512840e+01 2.153060e+01 3.156460e+01 4.778650e+01 7.491100e+01 1.219530e+02 2.068370e+02 3.667270e+02 6.822740e+02 1.337310e+03 2.773760e+03 6.116880e+03 1.441630e+04 3.651470e+04 1.000000e+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 3.71946600e+00 5.82868739e+00 5.82895739e+00 5.82895739e+00 5.82868739e+00 3.71946600e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
0.00000000e+00 1.77766668e-01 3.84794343e+00 5.92915444e+00 5.92943444e+00 5.92943444e+00 5.92916444e+00 3.84794343e+00 1.77766668e-01 0.00000000e+00 6.48395504e+00
0.00000000e+00 4.67993291e-01 4.09051243e+00 6.14464308e+00 6.14492308e+00 6.14493308e+00 6.14465308e+00 4.09051243e+00 4.67993291e-01 0.00000000e+00 1.60543187e+01
0.00000000e+00 9.03448492e-01 4.47977041e+00 6.50766092e+00 6.50795092e+00 6.50796092e+00 6.50767092e+00 4.47977041e+00 9.03448492e-01 0.00000000e+00 2.99763647e+01
0.00000000e+00 1.52560435e+00 5.05705529e+00 7.05945583e+00 7.05974583e+00 7.05975583e+00 7.05946583e+00 5.05705529e+00 1.52560435e+00 0.00000000e+00 4.98801959e+01
0.00000000e+00 2.38507054e+00 5.87285224e+00 7.85043320e+00 7.85072320e+00 7.85074320e+00 7.85044320e+00 5.87285224e+00 2.38507054e+00 0.00000000e+00 7.77967047e+01
0.00000000e+00 3.54314050e+00 6.98833238e+00 8.94171345e+00 8.94201344e+00 8.94202345e+00 8.94173345e+00 6.98833238e+00 3.54314050e+00 0.00000000e+00 1.16219003e+02
0.00000000e+00 5.07338346e+00 8.47698455e+00 1.04067552e+01 1.04070552e+01 1.04070552e+01 1.04067552e+01 8.47698455e+00 5.07338346e+00 0.00000000e+00 1.68165442e+02
2.07461829e+00 7.09623945e+00 1.04587896e+01 1.23651897e+01 1.23654897e+01 1.23654897e+01 1.23651897e+01 1.04587896e+01 7.09623945e+00 2.07461829e+00 2.34309653e+02
4.73640906e+00 9.70676805e+00 1.30287573e+01 1.49121568e+01 1.49124568e+01 1.49124568e+01 1.49121568e+01 1.30287573e+01 9.70676805e+00 4.73640906e+00 3.21833968e+02
8.11866539e+00 1.30383501e+01 1.63203538e+01 1.81809559e+01 1.81812559e+01 1.81813559e+01 1.81809559e+01 1.63203538e+01 1.30383501e+01 8.11866539e+00 4.35981896e+02
1.23856148e+01 1.72551178e+01 2.04975202e+01 2.23357215e+01 2.23360215e+01 2.23361215e+01 2.23357215e+01 2.04975202e+01 1.72551178e+01 1.23856148e+01 5.83118076e+02
1.77296737e+01 2.25494756e+01 2.57528771e+01 2.75688779e+01 2.75691779e+01 2.75691779e+01 2.75688779e+01 2.57528771e+01 2.25494756e+01 1.77296737e+01 7.70648001e+02
2.43775356e+01 2.91482360e+01 3.23130364e+01 3.41070366e+01 3.41074366e+01 3.41074366e+01 3.41071366e+01 3.23130364e+01 2.91482360e+01 2.43775356e+01 1.00718770e+03
3.25940121e+01 3.73160115e+01 4.04427110e+01 4.22150108e+01 4.22154108e+01 4.22154108e+01 4.22151108e+01 4.04427110e+01 3.73160115e+01 3.25940121e+01 1.30266405e+03
4.26866731e+01 4.73606715e+01 5.04495702e+01 5.22004695e+01 5.22008695e+01 5.22008695e+01 5.22005695e+01 5.04495702e+01 4.73606715e+01 4.26866731e+01 1.66840356e+03
5.50095066e+01 5.96357101e+01 6.26874128e+01 6.44171143e+01 6.44175143e+01 6.44175143e+01 6.44172143e+01 6.26874128e+01 5.96357101e+01 5.50095066e+01 2.11719377e+03
6.99741780e+01 7.45530801e+01 7.75679817e+01 7.92767826e+01 7.92770826e+01 7.92771826e+01 7.92767826e+01 7.75679817e+01 7.45530801e+01 6.99741780e+01 2.66362363e+03
8.80459369e+01 9.25780379e+01 9.55565388e+01 9.72446393e+01 9.72449393e+01 9.72450393e+01 9.72446393e+01 9.55565388e+01 9.25780379e+01 8.80459369e+01 3.32379309e+03
1.09755945e+02 1.14241945e+02 1.17183945e+02 1.18851945e+02 1.18851945e+02 1.18851945e+02 1.18851945e+02 1.17183945e+02 1.14241945e+02 1.09755945e+02 4.11563799e+03
1.35704503e+02 1.40144503e+02 1.43051502e+02 1.44698502e+02 1.44699502e+02 1.44699502e+02 1.44698502e+02 1.43051502e+02 1.40144503e+02 1.35704503e+02 5.05895826e+03
1.66568464e+02 1.70963462e+02 1.73834461e+02 1.75462460e+02 1.75462460e+02 1.75462460e+02 1.75462460e+02 1.73834461e+02 1.70963462e+02 1.66568464e+02 6.17546281e+03
